timestamp,domain,data_format,src,dst,packet_size,frequency,protocol,port,is_anomaly,cross_domain_flag,port_anomaly_flag,protocol_anomaly_flag
1700000000.739999,cabin,PCAP,192.168.1.13,192.168.1.167,458,100,TCP,80,0,0,0,0
1700000000.749999,cabin,PCAP,192.168.1.249,192.168.1.24,458,100,TCP,80,0,0,0,0
1700000000.759999,cabin,PCAP,192.168.1.43,192.168.1.105,458,100,TCP,443,0,0,0,0
1700000000.769999,cabin,PCAP,192.168.1.55,192.168.1.222,458,100,TCP,80,0,0,0,0
1700000000.779999,cabin,PCAP,192.168.1.43,192.168.1.98,458,100,TCP,443,0,0,0,0
1700000000.789999,cabin,PCAP,192.168.1.68,192.168.1.238,458,100,TCP,443,0,0,0,0
1700000000.799999,cabin,PCAP,192.168.1.74,192.168.1.109,458,100,TCP,443,0,0,0,0
1700000000.809999,cabin,PCAP,192.168.1.40,192.168.1.49,458,100,TCP,80,0,0,0,0
1700000000.819999,cabin,PCAP,192.168.1.248,192.168.1.15,458,100,TCP,80,0,0,0,0
1700000000.829999,cabin,PCAP,192.168.1.192,192.168.1.81,458,100,TCP,80,0,0,0,0
1700000000.839999,cabin,PCAP,192.168.1.150,192.168.1.123,458,100,TCP,80,0,0,0,0
1700000000.849999,cabin,PCAP,192.168.1.15,192.168.1.246,458,100,TCP,80,0,0,0,0
1700000000.859999,cabin,PCAP,192.168.1.218,192.168.1.48,458,100,TCP,80,0,0,0,0
1700000000.869999,cabin,PCAP,192.168.1.173,192.168.1.221,458,100,TCP,443,0,0,0,0
1700000000.879999,cabin,PCAP,192.168.1.31,192.168.1.242,458,100,TCP,80,0,0,0,0
1700000000.889999,cabin,PCAP,192.168.1.149,192.168.1.153,458,100,TCP,80,0,0,0,0
1700000000.899999,cabin,PCAP,192.168.1.108,192.168.1.169,458,100,TCP,443,0,0,0,0
1700000000.909999,cabin,PCAP,192.168.1.240,192.168.1.67,458,100,TCP,443,0,0,0,0
1700000000.919999,cabin,PCAP,192.168.1.62,192.168.1.68,458,100,TCP,80,0,0,0,0
1700000000.929999,cabin,PCAP,192.168.1.172,192.168.1.166,458,99,TCP,443,0,0,0,0
1700000000.939999,cabin,PCAP,192.168.1.81,192.168.1.238,458,100,TCP,80,0,0,0,0
1700000000.949999,cabin,PCAP,192.168.1.3,192.168.1.118,458,100,TCP,80,0,0,0,0
1700000000.959999,cabin,PCAP,192.168.1.19,192.168.1.138,458,100,TCP,443,0,0,0,0
1700000000.969999,cabin,PCAP,192.168.1.34,192.168.1.239,458,100,TCP,80,0,0,0,0
1700000000.979999,cabin,PCAP,192.168.1.226,192.168.1.63,458,100,TCP,443,0,0,0,0
1700000000.989999,cabin,PCAP,192.168.1.41,192.168.1.113,458,100,TCP,443,0,0,0,0
1700000000.999999,cabin,PCAP,192.168.1.157,192.168.1.252,458,100,TCP,80,0,0,0,0
1700000001.009999,cabin,PCAP,192.168.1.171,192.168.1.210,458,100,TCP,443,0,0,0,0
1700000001.019999,cabin,PCAP,192.168.1.239,192.168.1.170,4946,100,TCP,80,1,0,0,0
1700000001.029999,cabin,PCAP,192.168.1.68,192.168.1.30,458,100,TCP,80,0,0,0,0
1700000001.039999,cabin,PCAP,192.168.1.191,192.168.1.142,458,100,TCP,443,0,0,0,0
1700000001.049999,cabin,PCAP,192.168.1.73,192.168.1.155,458,100,TCP,443,0,0,0,0
1700000001.059999,cabin,PCAP,192.168.1.53,192.168.1.176,458,100,TCP,443,0,0,0,0
1700000001.069999,cabin,PCAP,192.168.1.130,192.168.1.126,458,100,TCP,80,0,0,0,0
1700000001.079999,cabin,PCAP,192.168.1.24,192.168.1.163,458,100,TCP,443,0,0,0,0
1700000001.089999,cabin,PCAP,192.168.1.12,192.168.1.1,458,100,TCP,80,0,0,0,0
1700000001.099999,cabin,PCAP,192.168.1.164,192.168.1.251,458,100,TCP,80,0,0,0,0
1700000001.109999,cabin,PCAP,192.168.1.190,192.168.1.114,458,100,TCP,443,0,0,0,0
1700000001.119999,cabin,PCAP,192.168.1.144,192.168.1.3,458,100,TCP,80,0,0,0,0
1700000001.129999,cabin,PCAP,192.168.1.242,192.168.1.227,458,100,TCP,80,0,0,0,0
1700000001.139999,cabin,PCAP,192.168.1.140,192.168.1.10,458,100,TCP,443,0,0,0,0
1700000001.149999,cabin,PCAP,192.168.1.150,192.168.1.142,458,100,TCP,443,0,0,0,0
1700000001.159999,cabin,PCAP,192.168.1.33,192.168.1.11,458,100,TCP,443,0,0,0,0
1700000001.169999,cabin,PCAP,192.168.1.231,192.168.1.239,458,100,TCP,80,0,0,0,0
1700000001.179999,cabin,PCAP,192.168.1.231,192.168.1.92,458,99,TCP,80,0,0,0,0
1700000001.189999,cabin,PCAP,192.168.1.171,192.168.1.27,458,100,TCP,443,0,0,0,0
1700000001.199999,cabin,PCAP,192.168.1.250,192.168.1.159,458,100,TCP,80,0,0,0,0
1700000001.209999,cabin,PCAP,192.168.1.237,192.168.1.239,458,100,TCP,80,0,0,0,0
1700000001.219999,cabin,PCAP,192.168.1.250,192.168.1.205,458,100,TCP,80,0,0,0,0
1700000001.229999,cabin,PCAP,192.168.1.226,192.168.1.106,458,100,TCP,80,0,0,0,0
1700000001.239999,cabin,PCAP,192.168.1.189,192.168.1.237,458,100,TCP,443,0,0,0,0
1700000001.249999,cabin,PCAP,192.168.1.206,192.168.1.172,458,100,TCP,80,0,0,0,0
1700000001.259999,cabin,PCAP,192.168.1.69,192.168.1.41,458,100,TCP,80,0,0,0,0
1700000001.269999,cabin,PCAP,192.168.1.98,192.168.1.224,458,100,TCP,443,0,0,0,0
1700000001.279999,cabin,PCAP,192.168.1.57,192.168.1.52,458,100,TCP,443,0,0,0,0
1700000001.289999,cabin,PCAP,192.168.1.90,192.168.1.79,458,100,TCP,80,0,0,0,0
1700000001.299999,cabin,PCAP,192.168.1.58,192.168.1.7,458,100,TCP,80,0,0,0,0
1700000001.309999,cabin,PCAP,192.168.1.103,192.168.1.85,458,100,TCP,80,0,0,0,0
1700000001.319999,cabin,PCAP,192.168.1.248,192.168.1.198,458,100,TCP,443,0,0,0,0
1700000001.329999,cabin,PCAP,192.168.1.165,192.168.1.131,458,100,TCP,443,0,0,0,0
1700000001.339999,cabin,PCAP,192.168.1.241,192.168.1.8,458,100,TCP,443,0,0,0,0
1700000001.349999,cabin,PCAP,192.168.1.46,192.168.1.149,458,100,TCP,443,0,0,0,0
1700000001.359999,cabin,PCAP,192.168.1.10,192.168.1.28,458,100,TCP,443,0,0,0,0
1700000001.369999,cabin,PCAP,192.168.1.89,192.168.1.187,458,100,TCP,443,0,0,0,0
1700000001.379999,cabin,PCAP,192.168.1.112,192.168.1.156,458,100,TCP,80,0,0,0,0
1700000001.389999,cabin,PCAP,192.168.1.99,192.168.1.231,458,100,TCP,80,0,0,0,0
1700000001.399999,cabin,PCAP,192.168.1.66,192.168.1.12,458,100,TCP,443,0,0,0,0
1700000001.409999,cabin,PCAP,192.168.1.1,192.168.1.134,458,100,TCP,80,0,0,0,0
1700000001.419999,cabin,PCAP,192.168.1.94,192.168.1.111,458,100,TCP,443,0,0,0,0
1700000001.429999,cabin,PCAP,192.168.1.160,192.168.1.81,458,99,TCP,80,0,0,0,0
1700000001.439999,cabin,PCAP,192.168.1.185,192.168.1.231,458,100,TCP,443,0,0,0,0
1700000001.449999,cabin,PCAP,192.168.1.171,192.168.1.105,458,100,TCP,443,0,0,0,0
1700000001.459999,cabin,PCAP,192.168.1.179,192.168.1.76,458,100,TCP,80,0,0,0,0
1700000001.469999,cabin,PCAP,192.168.1.50,192.168.1.108,458,100,TCP,443,0,0,0,0
1700000001.479999,cabin,PCAP,192.168.1.174,192.168.1.192,458,100,TCP,80,0,0,0,0
1700000001.489999,cabin,PCAP,192.168.1.158,192.168.1.146,458,100,TCP,443,0,0,0,0
1700000001.499999,cabin,PCAP,192.168.1.141,192.168.1.214,458,100,TCP,443,0,0,0,0
1700000001.509999,cabin,PCAP,192.168.1.74,192.168.1.54,458,100,TCP,443,0,0,0,0
1700000001.519999,cabin,PCAP,192.168.1.120,192.168.1.114,458,100,TCP,80,0,0,0,0
1700000001.529999,cabin,PCAP,192.168.1.131,192.168.1.122,458,100,TCP,80,0,0,0,0
1700000001.539999,cabin,PCAP,192.168.1.169,192.168.1.22,458,100,TCP,443,0,0,0,0
1700000001.549999,cabin,PCAP,192.168.1.24,192.168.1.210,458,100,TCP,80,0,0,0,0
1700000001.559999,cabin,PCAP,192.168.1.173,192.168.1.80,458,100,TCP,80,0,0,0,0
1700000001.569999,cabin,PCAP,192.168.1.38,192.168.1.7,458,100,TCP,80,0,0,0,0
1700000001.579998,cabin,PCAP,192.168.1.252,192.168.1.122,458,100,TCP,80,0,0,0,0
1700000001.589998,cabin,PCAP,192.168.1.117,192.168.1.107,458,100,TCP,80,0,0,0,0
1700000001.599998,cabin,PCAP,192.168.1.184,192.168.1.179,458,100,TCP,443,0,0,0,0
1700000001.609998,cabin,PCAP,192.168.1.103,192.168.1.63,458,100,TCP,80,0,0,0,0
1700000001.619998,cabin,PCAP,192.168.1.229,192.168.1.193,458,100,TCP,80,0,0,0,0
1700000001.629998,cabin,PCAP,192.168.1.200,192.168.1.109,458,100,TCP,80,0,0,0,0
1700000001.639998,cabin,PCAP,192.168.1.206,192.168.1.246,458,100,TCP,443,0,0,0,0
1700000001.649998,cabin,PCAP,192.168.1.13,192.168.1.143,458,100,TCP,80,0,0,0,0
1700000001.659998,cabin,PCAP,192.168.1.117,192.168.1.35,458,100,TCP,443,0,0,0,0
1700000001.669998,cabin,PCAP,192.168.1.171,192.168.1.136,458,100,TCP,443,0,0,0,0
1700000001.679998,cabin,PCAP,192.168.1.244,192.168.1.194,458,100,TCP,443,0,0,0,0
1700000001.689998,cabin,PCAP,192.168.1.157,192.168.1.209,458,100,TCP,443,0,0,0,0
1700000001.699998,cabin,PCAP,192.168.1.213,192.168.1.233,458,100,TCP,443,0,0,0,0
1700000001.709998,cabin,PCAP,192.168.1.230,192.168.1.41,458,100,TCP,443,0,0,0,0
1700000001.719998,cabin,PCAP,192.168.1.116,192.168.1.67,458,100,TCP,80,0,0,0,0
1700000001.729998,cabin,PCAP,192.168.1.216,192.168.1.164,458,99,TCP,443,0,0,0,0
1700000001.739998,cabin,PCAP,192.168.1.161,192.168.1.62,458,100,TCP,443,0,0,0,0
1700000001.749998,cabin,PCAP,192.168.1.20,192.168.1.183,458,100,TCP,80,0,0,0,0
1700000001.759998,cabin,PCAP,192.168.1.70,192.168.1.86,458,100,TCP,80,0,0,0,0
1700000001.769998,cabin,PCAP,192.168.1.36,192.168.1.39,458,100,TCP,443,0,0,0,0
1700000001.779998,cabin,PCAP,192.168.1.178,192.168.1.40,458,100,TCP,80,0,0,0,0
1700000001.789998,cabin,PCAP,192.168.1.17,192.168.1.107,458,100,TCP,443,0,0,0,0
1700000001.799998,cabin,PCAP,192.168.1.139,192.168.1.120,458,100,TCP,80,0,0,0,0
1700000001.809998,cabin,PCAP,192.168.1.53,192.168.1.214,458,100,TCP,443,0,0,0,0
1700000001.819998,cabin,PCAP,192.168.1.232,192.168.1.198,458,100,TCP,80,0,0,0,0
1700000001.829998,cabin,PCAP,192.168.1.220,192.168.1.226,458,100,TCP,443,0,0,0,0
1700000001.839998,cabin,PCAP,192.168.1.123,192.168.1.2,458,100,TCP,443,0,0,0,0
1700000001.849998,cabin,PCAP,192.168.1.77,192.168.1.193,458,100,TCP,443,0,0,0,0
1700000001.859998,cabin,PCAP,192.168.1.138,192.168.1.192,458,100,TCP,80,0,0,0,0
1700000001.869998,cabin,PCAP,192.168.1.125,192.168.1.57,458,100,TCP,443,0,0,0,0
1700000001.879998,cabin,PCAP,192.168.1.125,192.168.1.8,458,100,TCP,443,0,0,0,0
1700000001.889998,cabin,PCAP,192.168.1.172,192.168.1.174,458,100,TCP,443,0,0,0,0
1700000001.899998,cabin,PCAP,192.168.1.186,192.168.1.43,458,100,TCP,443,0,0,0,0
1700000001.909998,cabin,PCAP,192.168.1.236,192.168.1.33,458,100,TCP,80,0,0,0,0
1700000001.919998,cabin,PCAP,192.168.1.233,192.168.1.101,458,100,TCP,80,0,0,0,0
1700000001.929998,cabin,PCAP,192.168.1.22,192.168.1.165,458,100,TCP,80,0,0,0,0
1700000001.939998,cabin,PCAP,192.168.1.222,192.168.1.119,458,100,TCP,80,0,0,0,0
1700000001.949998,cabin,PCAP,192.168.1.67,192.168.1.98,458,100,TCP,80,0,0,0,0
1700000001.959998,cabin,PCAP,192.168.1.117,192.168.1.84,458,100,TCP,443,0,0,0,0
1700000001.969998,cabin,PCAP,192.168.1.72,192.168.1.193,458,100,TCP,443,0,0,0,0
1700000001.979998,cabin,PCAP,192.168.1.65,192.168.1.214,458,99,TCP,443,0,0,0,0
1700000001.989998,cabin,PCAP,192.168.1.5,192.168.1.192,458,100,TCP,80,0,0,0,0
1700000001.999998,cabin,PCAP,192.168.1.244,192.168.1.90,458,100,TCP,80,0,0,0,0
1700000002.009998,cabin,PCAP,192.168.1.200,192.168.1.246,458,100,TCP,80,0,0,0,0
1700000002.019998,cabin,PCAP,192.168.1.194,192.168.1.8,458,100,TCP,80,0,0,0,0
1700000002.029998,cabin,PCAP,192.168.1.52,192.168.1.215,458,100,TCP,80,0,0,0,0
1700000002.039998,cabin,PCAP,192.168.1.62,192.168.1.33,458,100,TCP,80,0,0,0,0
1700000002.049998,cabin,PCAP,192.168.1.145,192.168.1.243,458,100,TCP,443,0,0,0,0
1700000002.059998,cabin,PCAP,192.168.1.180,192.168.1.66,458,100,TCP,443,0,0,0,0
1700000002.069998,cabin,PCAP,192.168.1.43,192.168.1.156,458,100,TCP,80,0,0,0,0
1700000002.079998,cabin,PCAP,192.168.1.200,192.168.1.210,458,100,TCP,443,0,0,0,0
1700000002.089998,cabin,PCAP,192.168.1.28,192.168.1.149,458,100,TCP,443,0,0,0,0
1700000002.099998,cabin,PCAP,192.168.1.148,192.168.1.174,458,100,TCP,443,0,0,0,0
1700000002.109998,cabin,PCAP,192.168.1.102,192.168.1.242,458,100,TCP,80,0,0,0,0
1700000002.119998,cabin,PCAP,192.168.1.20,192.168.1.152,458,100,TCP,80,0,0,0,0
1700000002.129998,cabin,PCAP,192.168.1.27,192.168.1.179,458,100,TCP,443,0,0,0,0
1700000002.139998,cabin,PCAP,192.168.1.218,192.168.1.176,458,100,TCP,80,0,0,0,0
1700000002.149998,cabin,PCAP,192.168.1.204,192.168.1.252,458,100,TCP,80,0,0,0,0
1700000002.159998,cabin,PCAP,192.168.1.89,192.168.1.137,458,100,TCP,443,0,0,0,0
1700000002.169998,cabin,PCAP,192.168.1.18,192.168.1.130,458,100,TCP,443,0,0,0,0
1700000002.179998,cabin,PCAP,192.168.1.4,192.168.1.218,458,100,TCP,443,0,0,0,0
1700000002.189998,cabin,PCAP,192.168.1.28,192.168.1.111,458,100,TCP,443,0,0,0,0
1700000002.199998,cabin,PCAP,192.168.1.163,192.168.1.229,458,100,TCP,443,0,0,0,0
1700000002.209998,cabin,PCAP,192.168.1.182,192.168.1.40,458,100,TCP,80,0,0,0,0
1700000002.219998,cabin,PCAP,192.168.1.188,192.168.1.134,458,100,TCP,443,0,0,0,0
1700000002.229998,cabin,PCAP,192.168.1.158,192.168.1.207,458,99,TCP,443,0,0,0,0
1700000002.239998,cabin,PCAP,192.168.1.120,192.168.1.112,458,100,TCP,443,0,0,0,0
1700000002.249998,cabin,PCAP,192.168.1.83,192.168.1.219,458,100,TCP,80,0,0,0,0
1700000002.259998,cabin,PCAP,192.168.1.72,192.168.1.226,458,100,TCP,80,0,0,0,0
1700000002.269998,cabin,PCAP,192.168.1.193,192.168.1.119,458,100,TCP,443,0,0,0,0
1700000002.279998,cabin,PCAP,192.168.1.87,192.168.1.8,458,100,TCP,443,0,0,0,0
1700000002.289998,cabin,PCAP,192.168.1.47,192.168.1.125,458,100,TCP,443,0,0,0,0
1700000002.299998,cabin,PCAP,192.168.1.205,192.168.1.67,458,100,TCP,443,0,0,0,0
1700000002.309998,cabin,PCAP,192.168.1.226,192.168.1.153,458,100,TCP,443,0,0,0,0
1700000002.319998,cabin,PCAP,192.168.1.143,192.168.1.3,458,100,TCP,80,0,0,0,0
1700000002.329998,cabin,PCAP,192.168.1.22,192.168.1.62,458,100,TCP,443,0,0,0,0
1700000002.339998,cabin,PCAP,192.168.1.126,192.168.1.143,458,100,TCP,80,0,0,0,0
1700000002.349998,cabin,PCAP,192.168.1.177,192.168.1.122,458,100,TCP,443,0,0,0,0
1700000002.359998,cabin,PCAP,192.168.1.115,192.168.1.203,458,100,TCP,80,0,0,0,0
1700000002.369998,cabin,PCAP,192.168.1.76,192.168.1.57,458,100,TCP,80,0,0,0,0
1700000002.379998,cabin,PCAP,192.168.1.79,192.168.1.170,458,100,TCP,443,0,0,0,0
1700000002.389998,cabin,PCAP,192.168.1.122,192.168.1.142,458,100,TCP,443,0,0,0,0
1700000002.399998,cabin,PCAP,192.168.1.109,192.168.1.191,458,100,TCP,443,0,0,0,0
1700000002.409998,cabin,PCAP,192.168.1.91,192.168.1.180,458,100,TCP,443,0,0,0,0
1700000002.419998,cabin,PCAP,192.168.1.79,192.168.1.65,458,100,TCP,80,0,0,0,0
1700000002.429998,cabin,PCAP,192.168.1.185,192.168.1.50,458,100,TCP,80,0,0,0,0
1700000002.439998,cabin,PCAP,192.168.1.191,192.168.1.138,458,100,TCP,80,0,0,0,0
1700000002.449998,cabin,PCAP,192.168.1.50,192.168.1.56,458,100,TCP,443,0,0,0,0
1700000002.459998,cabin,PCAP,192.168.1.71,192.168.1.186,458,100,TCP,443,0,0,0,0
1700000002.469998,cabin,PCAP,192.168.1.252,192.168.1.26,458,100,TCP,80,0,0,0,0
1700000002.479998,cabin,PCAP,192.168.1.76,192.168.1.59,458,99,TCP,80,0,0,0,0
1700000002.489998,cabin,PCAP,192.168.1.78,192.168.1.4,458,100,TCP,80,0,0,0,0
1700000002.499998,cabin,PCAP,192.168.1.71,192.168.1.12,458,100,TCP,80,0,0,0,0
1700000002.509998,cabin,PCAP,192.168.1.142,192.168.1.75,458,100,TCP,80,0,0,0,0
1700000002.519998,cabin,PCAP,192.168.1.164,192.168.1.223,458,100,TCP,443,0,0,0,0
1700000002.529998,cabin,PCAP,192.168.1.27,192.168.1.224,458,100,TCP,443,0,0,0,0
1700000002.539998,cabin,PCAP,192.168.1.121,192.168.1.123,458,100,TCP,443,0,0,0,0
1700000002.549998,cabin,PCAP,192.168.1.48,192.168.1.248,458,100,TCP,443,0,0,0,0
1700000002.559998,cabin,PCAP,192.168.1.241,192.168.1.221,458,100,TCP,80,0,0,0,0
1700000002.569998,cabin,PCAP,192.168.1.211,192.168.1.17,458,100,TCP,443,0,0,0,0
1700000002.579998,cabin,PCAP,192.168.1.19,192.168.1.148,458,100,TCP,80,0,0,0,0
1700000002.589998,cabin,PCAP,192.168.1.39,192.168.1.39,458,100,TCP,443,0,0,0,0
1700000002.599998,cabin,PCAP,192.168.1.22,192.168.1.64,458,100,TCP,443,0,0,0,0
1700000002.609998,cabin,PCAP,192.168.1.156,192.168.1.153,458,100,TCP,80,0,0,0,0
1700000002.619998,cabin,PCAP,192.168.1.199,192.168.1.134,458,100,TCP,443,0,0,0,0
1700000002.629997,cabin,PCAP,192.168.1.233,192.168.1.114,458,100,TCP,443,0,0,0,0
1700000002.639997,cabin,PCAP,192.168.1.79,192.168.1.146,458,100,TCP,80,0,0,0,0
1700000002.649997,cabin,PCAP,192.168.1.157,192.168.1.246,458,100,TCP,80,0,0,0,0
1700000002.659997,cabin,PCAP,192.168.1.243,192.168.1.196,458,100,TCP,80,0,0,0,0
1700000002.669997,cabin,PCAP,192.168.1.68,192.168.1.170,458,100,TCP,80,0,0,0,0
1700000002.679997,cabin,PCAP,192.168.1.62,192.168.1.45,458,100,TCP,80,0,0,0,0
1700000002.689997,cabin,PCAP,192.168.1.41,192.168.1.1,458,100,TCP,443,0,0,0,0
1700000002.699997,cabin,PCAP,192.168.1.177,192.168.1.153,458,100,TCP,443,0,0,0,0
1700000002.709997,cabin,PCAP,192.168.1.9,192.168.1.60,458,100,TCP,443,0,0,0,0
