packet_index,is_anomaly,anomaly_type
169,0,none
170,0,none
171,0,none
172,0,none
173,0,none
174,0,none
175,0,none
176,0,none
177,1,frequency
178,0,none
179,0,none
180,0,none
181,0,none
182,0,none
183,0,none
184,0,none
185,0,none
186,0,none
187,0,none
188,0,none
189,0,none
190,0,none
191,0,none
192,0,none
193,0,none
194,0,none
195,0,none
196,0,none
197,0,none
198,0,none
199,0,none
200,0,none
201,0,none
202,0,none
203,0,none
204,0,none
205,0,none
206,0,none
207,0,none
208,0,none
209,0,none
210,0,none
211,0,none
212,0,none
213,0,none
214,0,none
215,0,none
216,0,none
217,0,none
218,0,none
219,0,none
220,0,none
221,0,none
222,0,none
223,0,none
224,0,none
225,0,none
226,0,none
227,0,none
228,0,none
229,0,none
230,0,none
231,0,none
232,0,none
233,0,none
234,0,none
235,0,none
236,0,none
237,0,none
238,0,none
239,0,none
240,0,none
241,0,none
242,0,none
243,0,none
244,0,none
245,0,none
246,0,none
247,0,none
248,0,none
249,0,none
250,0,none
251,0,none
252,0,none
253,0,none
254,0,none
255,0,none
256,0,none
257,0,none
258,0,none
259,0,none
260,0,none
261,0,none
262,0,none
263,0,none
264,0,none
265,0,none
266,0,none
267,0,none
268,0,none
269,0,none
270,0,none
271,0,none
272,0,none
273,0,none
274,0,none
275,0,none
276,0,none
277,0,none
278,0,none
279,0,none
280,0,none
281,0,none
282,0,none
283,0,none
284,0,none
285,0,none
286,0,none
287,0,none
288,0,none
289,0,none
290,0,none
291,0,none
292,0,none
293,0,none
294,0,none
295,0,none
296,0,none
297,0,none
298,0,none
299,0,none
300,0,none
301,0,none
302,0,none
303,0,none
304,0,none
305,0,none
306,0,none
307,0,none
308,0,none
309,0,none
310,0,none
311,0,none
312,0,none
313,0,none
314,0,none
315,0,none
316,0,none
317,0,none
318,0,none
319,0,none
320,0,none
321,0,none
322,1,frequency
323,0,none
324,0,none
325,0,none
326,0,none
327,0,none
328,0,none
329,0,none
330,0,none
331,0,none
332,0,none
333,0,none
334,0,none
335,0,none
336,0,none
337,0,none
338,0,none
339,0,none
340,0,none
341,0,none
342,0,none
343,0,none
344,0,none
345,0,none
346,0,none
347,0,none
348,0,none
349,0,none
350,0,none
351,0,none
352,0,none
353,0,none
354,0,none
355,0,none
356,1,frequency
357,0,none
358,0,none
359,0,none
360,0,none
361,0,none
362,0,none
363,0,none
364,0,none
365,0,none
366,0,none
367,0,none
368,0,none
369,0,none
370,0,none
371,0,none
372,0,none
373,0,none
374,0,none
375,0,none
376,0,none
377,0,none
378,0,none
379,1,frequency
380,0,none
381,0,none
382,0,none
383,1,frequency
384,0,none
385,0,none
386,0,none
387,0,none
388,0,none
389,0,none
390,0,none
391,0,none
392,0,none
393,0,none
394,0,none
395,0,none
396,1,size
397,0,none
398,0,none
399,0,none
400,0,none
401,0,none
402,0,none
403,0,none
404,0,none
405,0,none
406,0,none
407,0,none
408,0,none
409,0,none
410,0,none
411,0,none
412,0,none
413,0,none
414,0,none
415,0,none
416,0,none
417,0,none
418,1,size
419,1,size
420,0,none
421,0,none
422,0,none
423,0,none
424,0,none
425,0,none
426,0,none
427,0,none
428,0,none
429,0,none
430,0,none
431,0,none
432,0,none
433,0,none
434,0,none
435,0,none
436,0,none
437,0,none
438,0,none
439,0,none
440,0,none
441,0,none
442,0,none
443,0,none
444,0,none
445,0,none
446,0,none
447,0,none
448,0,none
449,0,none
450,0,none
451,0,none
452,0,none
453,0,none
454,0,none
455,0,none
456,1,frequency
457,0,none
458,0,none
459,0,none
460,0,none
461,0,none
462,0,none
463,0,none
464,0,none
465,0,none
466,0,none
467,0,none
468,0,none
469,0,none
470,0,none
471,0,none
472,0,none
473,0,none
474,0,none
475,0,none
476,0,none
477,0,none
478,0,none
479,0,none
480,0,none
481,0,none
482,0,none
483,0,none
484,0,none
485,0,none
486,0,none
487,0,none
488,0,none
489,0,none
490,0,none
491,0,none
492,0,none
493,0,none
494,0,none
495,0,none
496,0,none
497,0,none
498,0,none
499,0,none
500,0,none
501,0,none
502,0,none
503,0,none
504,0,none
505,0,none
506,0,none
507,0,none
508,0,none
509,0,none
510,0,none
511,1,frequency
512,0,none
513,0,none
514,0,none
515,0,none
516,0,none
517,0,none
518,0,none
519,0,none
520,0,none
521,0,none
522,0,none
523,0,none
524,0,none
525,0,none
526,0,none
527,0,none
528,0,none
529,0,none
530,0,none
531,0,none
532,0,none
533,0,none
534,0,none
535,0,none
536,0,none
537,0,none
538,0,none
539,0,none
540,0,none
541,0,none
542,0,none
543,0,none
544,0,none
545,0,none
546,0,none
547,0,none
548,0,none
549,0,none
550,0,none
551,0,none
552,0,none
553,0,none
554,0,none
555,0,none
556,0,none
557,0,none
558,0,none
559,0,none
560,0,none
561,0,none
562,0,none
563,0,none
564,0,none
565,0,none
566,0,none
567,0,none
568,0,none
569,0,none
570,0,none
571,1,frequency
572,0,none
573,0,none
574,0,none
575,0,none
576,0,none
577,0,none
578,0,none
579,0,none
580,0,none
581,0,none
582,0,none
583,0,none
584,0,none
585,0,none
586,0,none
587,0,none
588,0,none
589,0,none
590,0,none
591,0,none
592,0,none
593,0,none
594,0,none
595,0,none
596,0,none
597,0,none
598,0,none
599,0,none
600,0,none
601,0,none
602,0,none
603,0,none
604,0,none
605,0,none
606,0,none
607,0,none
608,0,none
609,0,none
610,0,none
611,0,none
612,0,none
613,0,none
614,0,none
615,0,none
616,0,none
617,0,none
618,0,none
619,0,none
620,0,none
621,0,none
622,0,none
623,0,none
624,0,none
625,0,none
626,0,none
627,0,none
628,0,none
629,0,none
630,0,none
631,0,none
632,0,none
633,0,none
634,0,none
635,0,none
636,1,frequency
637,0,none
638,0,none
639,0,none
640,0,none
641,0,none
642,0,none
643,0,none
644,0,none
645,0,none
646,0,none
647,0,none
648,0,none
649,0,none
650,0,none
651,0,none
652,0,none
653,1,frequency
654,0,none
655,0,none
656,0,none
657,0,none
658,0,none
659,0,none
660,0,none
661,0,none
662,0,none
663,0,none
664,0,none
665,0,none
666,0,none
667,0,none
668,0,none
669,0,none
670,0,none
671,0,none
672,0,none
673,0,none
674,0,none
675,0,none
676,0,none
677,0,none
678,0,none
679,0,none
680,0,none
681,0,none
682,0,none
683,0,none
684,0,none
685,0,none
686,0,none
687,0,none
688,0,none
689,0,none
690,0,none
691,0,none
692,0,none
693,0,none
694,0,none
695,0,none
696,0,none
697,0,none
698,0,none
699,0,none
700,0,none
701,0,none
702,0,none
703,0,none
704,0,none
705,0,none
706,0,none
707,0,none
708,0,none
709,0,none
710,0,none
711,0,none
712,0,none
713,0,none
714,0,none
715,0,none
716,0,none
717,0,none
718,0,none
719,0,none
720,0,none
721,0,none
722,0,none
723,0,none
724,0,none
725,0,none
726,0,none
727,0,none
728,0,none
729,0,none
730,0,none
731,0,none
732,0,none
733,0,none
734,0,none
735,0,none
736,0,none
737,0,none
738,0,none
739,0,none
740,0,none
741,0,none
742,0,none
743,0,none
744,0,none
745,0,none
746,0,none
747,0,none
748,0,none
749,0,none
750,0,none
751,0,none
752,0,none
753,0,none
754,0,none
755,0,none
756,0,none
757,0,none
758,0,none
759,0,none
760,0,none
761,0,none
762,0,none
763,0,none
764,0,none
765,0,none
766,0,none
767,0,none
768,0,none
769,0,none
770,0,none
771,0,none
772,0,none
773,0,none
774,0,none
775,0,none
776,0,none
777,0,none
778,0,none
779,0,none
780,0,none
781,0,none
782,0,none
783,0,none
784,0,none
785,0,none
786,0,none
787,0,none
788,0,none
789,0,none
790,0,none
791,0,none
792,0,none
793,0,none
794,0,none
795,0,none
796,0,none
797,0,none
798,0,none
799,0,none
800,0,none
801,0,none
802,0,none
803,0,none
804,0,none
805,0,none
806,0,none
807,0,none
808,0,none
809,0,none
810,0,none
811,0,none
812,0,none
813,0,none
814,1,frequency
815,0,none
816,0,none
817,0,none
818,0,none
819,0,none
820,0,none
821,0,none
822,0,none
823,0,none
824,0,none
825,0,none
826,0,none
827,0,none
828,0,none
829,0,none
830,0,none
831,0,none
832,0,none
833,0,none
834,0,none
835,0,none
836,0,none
837,0,none
838,0,none
839,0,none
840,0,none
841,0,none
842,0,none
843,0,none
844,0,none
845,0,none
846,0,none
847,0,none
848,0,none
849,0,none
850,0,none
851,0,none
852,0,none
853,0,none
854,0,none
855,0,none
856,0,none
857,0,none
858,0,none
859,0,none
860,0,none
861,0,none
862,0,none
863,0,none
864,0,none
865,0,none
866,0,none
867,0,none
868,0,none
869,0,none
870,0,none
871,0,none
872,0,none
873,0,none
874,0,none
875,0,none
876,0,none
877,0,none
878,0,none
879,0,none
880,0,none
881,1,frequency
882,0,none
883,0,none
884,0,none
885,0,none
886,0,none
887,0,none
888,0,none
889,0,none
890,0,none
891,0,none
892,0,none
893,0,none
894,0,none
895,1,frequency
896,0,none
897,0,none
898,0,none
899,0,none
900,0,none
901,0,none
902,1,frequency
903,0,none
904,0,none
905,0,none
906,0,none
907,0,none
908,0,none
909,0,none
910,0,none
911,0,none
912,0,none
913,0,none
914,1,frequency
915,0,none
916,0,none
917,0,none
918,0,none
919,0,none
920,0,none
921,0,none
922,0,none
923,0,none
924,0,none
925,0,none
926,0,none
927,0,none
928,0,none
929,0,none
930,0,none
931,0,none
932,0,none
933,0,none
934,0,none
935,0,none
936,0,none
937,0,none
938,0,none
939,0,none
940,0,none
941,0,none
942,0,none
943,0,none
944,0,none
945,0,none
946,0,none
947,0,none
948,0,none
949,0,none
950,0,none
951,0,none
952,1,frequency
953,0,none
954,0,none
955,0,none
956,0,none
957,0,none
958,0,none
959,0,none
960,0,none
961,0,none
962,0,none
963,0,none
964,0,none
965,0,none
966,0,none
967,0,none
968,0,none
969,0,none
970,0,none
971,0,none
972,0,none
973,0,none
974,0,none
975,0,none
976,0,none
977,0,none
978,0,none
979,0,none
980,0,none
981,0,none
982,0,none
983,0,none
984,0,none
985,0,none
986,0,none
987,0,none
988,0,none
989,0,none
990,0,none
991,0,none
992,0,none
993,0,none
994,0,none
995,0,none
996,0,none
997,0,none
998,0,none
999,0,none
1000,0,none
1001,0,none
1002,0,none
1003,1,frequency
1004,0,none
1005,0,none
1006,0,none
1007,0,none
1008,0,none
1009,0,none
1010,0,none
1011,0,none
1012,0,none
1013,0,none
1014,0,none
1015,0,none
1016,0,none
1017,0,none
1018,0,none
1019,0,none
1020,0,none
1021,0,none
1022,0,none
1023,0,none
1024,0,none
1025,0,none
1026,0,none
1027,0,none
1028,0,none
1029,0,none
1030,0,none
1031,0,none
1032,0,none
1033,0,none
1034,0,none
1035,0,none
1036,0,none
1037,0,none
1038,0,none
1039,0,none
1040,0,none
1041,0,none
1042,0,none
1043,0,none
1044,0,none
1045,0,none
1046,0,none
1047,0,none
1048,0,none
1049,0,none
1050,0,none
1051,0,none
1052,0,none
1053,0,none
1054,0,none
1055,0,none
1056,0,none
1057,0,none
1058,0,none
1059,0,none
1060,0,none
1061,0,none
1062,0,none
1063,0,none
1064,0,none
1065,0,none
1066,0,none
1067,0,none
1068,0,none
1069,0,none
1070,0,none
1071,0,none
1072,0,none
1073,0,none
1074,0,none
1075,0,none
1076,0,none
1077,0,none
1078,0,none
1079,0,none
1080,0,none
1081,0,none
1082,0,none
1083,1,frequency
1084,0,none
1085,0,none
1086,0,none
1087,0,none
1088,0,none
1089,0,none
1090,0,none
1091,0,none
1092,0,none
1093,0,none
1094,0,none
1095,0,none
1096,0,none
1097,0,none
1098,0,none
1099,0,none
1100,0,none
1101,0,none
1102,0,none
1103,0,none
1104,0,none
1105,0,none
1106,0,none
1107,0,none
1108,0,none
1109,0,none
1110,0,none
1111,0,none
1112,0,none
1113,0,none
1114,0,none
1115,0,none
1116,0,none
1117,0,none
1118,0,none
1119,0,none
1120,0,none
1121,0,none
1122,0,none
1123,0,none
1124,0,none
1125,0,none
1126,1,frequency
1127,0,none
1128,0,none
1129,0,none
1130,0,none
1131,0,none
1132,0,none
1133,0,none
1134,0,none
1135,0,none
1136,0,none
1137,0,none
1138,1,frequency
1139,1,frequency
1140,0,none
1141,0,none
1142,0,none
1143,0,none
1144,0,none
1145,0,none
1146,0,none
1147,0,none
1148,0,none
1149,0,none
1150,0,none
1151,0,none
1152,0,none
1153,0,none
1154,0,none
1155,0,none
1156,0,none
1157,0,none
1158,0,none
1159,0,none
1160,0,none
1161,0,none
1162,0,none
1163,0,none
1164,0,none
1165,0,none
1166,0,none
1167,0,none
1168,0,none
1169,0,none
1170,0,none
1171,0,none
1172,0,none
1173,0,none
1174,0,none
1175,0,none
1176,0,none
1177,0,none
1178,0,none
1179,0,none
1180,0,none
1181,0,none
1182,0,none
1183,0,none
1184,0,none
1185,0,none
1186,0,none
1187,0,none
1188,0,none
1189,0,none
1190,0,none
1191,0,none
1192,0,none
1193,0,none
1194,0,none
1195,0,none
1196,0,none
1197,0,none
1198,0,none
1199,0,none
1200,1,frequency
1201,0,none
1202,0,none
1203,0,none
1204,0,none
1205,0,none
1206,0,none
1207,0,none
1208,0,none
1209,0,none
1210,0,none
1211,0,none
1212,0,none
1213,0,none
1214,0,none
1215,0,none
1216,0,none
1217,0,none
1218,0,none
1219,0,none
1220,0,none
1221,0,none
1222,0,none
1223,0,none
1224,0,none
1225,0,none
1226,0,none
1227,0,none
1228,0,none
1229,0,none
1230,0,none
1231,0,none
1232,0,none
1233,0,none
1234,0,none
1235,0,none
1236,0,none
1237,0,none
1238,0,none
1239,0,none
1240,0,none
1241,0,none
1242,0,none
1243,0,none
1244,0,none
1245,0,none
1246,0,none
1247,0,none
1248,0,none
1249,0,none
1250,0,none
1251,0,none
1252,0,none
1253,0,none
1254,0,none
1255,0,none
1256,0,none
1257,0,none
1258,0,none
1259,0,none
1260,0,none
1261,0,none
1262,0,none
1263,0,none
1264,0,none
1265,0,none
1266,0,none
1267,0,none
1268,0,none
1269,0,none
1270,0,none
1271,0,none
1272,0,none
1273,0,none
1274,0,none
1275,0,none
1276,0,none
1277,0,none
1278,0,none
1279,0,none
1280,0,none
1281,0,none
1282,0,none
1283,0,none
1284,0,none
1285,0,none
1286,0,none
1287,0,none
1288,0,none
1289,0,none
1290,0,none
1291,0,none
1292,0,none
1293,0,none
1294,0,none
1295,0,none
1296,0,none
1297,0,none
1298,0,none
1299,0,none
1300,0,none
1301,0,none
1302,0,none
1303,0,none
1304,0,none
1305,0,none
1306,0,none
1307,0,none
1308,0,none
1309,0,none
1310,0,none
1311,0,none
1312,0,none
1313,0,none
1314,0,none
1315,0,none
1316,0,none
1317,0,none
1318,0,none
1319,0,none
1320,0,none
1321,0,none
1322,0,none
1323,0,none
1324,0,none
1325,0,none
1326,0,none
1327,0,none
1328,0,none
1329,0,none
1330,0,none
1331,0,none
1332,0,none
1333,0,none
1334,0,none
1335,0,none
1336,0,none
1337,0,none
1338,0,none
1339,0,none
1340,0,none
1341,0,none
1342,0,none
1343,0,none
1344,0,none
1345,0,none
1346,0,none
1347,0,none
1348,0,none
1349,0,none
1350,0,none
1351,0,none
1352,0,none
1353,0,none
1354,0,none
1355,0,none
1356,0,none
1357,0,none
1358,0,none
1359,0,none
1360,0,none
1361,0,none
1362,0,none
1363,0,none
1364,0,none
1365,0,none
1366,0,none
1367,0,none
1368,0,none
1369,0,none
1370,0,none
1371,0,none
1372,0,none
1373,0,none
1374,0,none
1375,0,none
1376,0,none
1377,0,none
1378,1,frequency
1379,0,none
1380,0,none
1381,0,none
1382,0,none
1383,0,none
1384,0,none
1385,0,none
1386,0,none
1387,0,none
1388,0,none
1389,0,none
1390,0,none
1391,0,none
1392,0,none
1393,1,frequency
1394,0,none
1395,0,none
1396,0,none
1397,0,none
1398,0,none
1399,0,none
1400,0,none
1401,0,none
1402,0,none
1403,0,none
1404,0,none
1405,0,none
1406,0,none
1407,0,none
1408,1,frequency
1409,0,none
1410,0,none
1411,0,none
1412,0,none
1413,0,none
1414,0,none
1415,0,none
1416,0,none
1417,0,none
1418,0,none
1419,0,none
1420,0,none
1421,0,none
1422,0,none
1423,0,none
1424,0,none
1425,0,none
1426,0,none
1427,0,none
1428,0,none
1429,0,none
1430,0,none
1431,0,none
1432,0,none
1433,0,none
1434,0,none
1435,0,none
1436,0,none
1437,0,none
1438,0,none
1439,0,none
1440,0,none
1441,0,none
1442,0,none
1443,0,none
1444,0,none
1445,0,none
1446,0,none
1447,0,none
1448,0,none
1449,0,none
1450,0,none
1451,0,none
1452,0,none
1453,0,none
1454,0,none
1455,0,none
1456,0,none
1457,0,none
1458,0,none
1459,0,none
1460,0,none
1461,0,none
1462,0,none
1463,0,none
1464,0,none
1465,0,none
1466,0,none
1467,0,none
1468,0,none
1469,0,none
1470,1,frequency
1471,0,none
1472,0,none
1473,0,none
1474,0,none
1475,0,none
1476,0,none
1477,0,none
1478,0,none
1479,0,none
1480,0,none
1481,0,none
1482,0,none
1483,0,none
1484,0,none
1485,0,none
1486,0,none
1487,0,none
1488,0,none
1489,0,none
1490,0,none
1491,0,none
1492,0,none
1493,0,none
1494,0,none
1495,0,none
1496,0,none
1497,0,none
1498,0,none
1499,0,none
1500,0,none
1501,0,none
1502,0,none
1503,0,none
1504,0,none
1505,0,none
1506,0,none
1507,0,none
1508,0,none
1509,0,none
1510,0,none
1511,0,none
1512,0,none
1513,0,none
1514,0,none
1515,0,none
1516,0,none
1517,0,none
1518,0,none
1519,0,none
1520,0,none
1521,0,none
1522,0,none
1523,0,none
1524,0,none
1525,0,none
1526,0,none
1527,0,none
1528,0,none
1529,0,none
1530,0,none
1531,0,none
1532,0,none
1533,0,none
1534,0,none
1535,0,none
1536,0,none
1537,0,none
1538,0,none
1539,0,none
1540,0,none
1541,0,none
1542,0,none
1543,0,none
1544,0,none
1545,0,none
1546,0,none
1547,0,none
1548,0,none
1549,0,none
1550,1,frequency
1551,0,none
1552,0,none
1553,0,none
1554,0,none
1555,0,none
1556,1,frequency
1557,0,none
1558,0,none
1559,0,none
1560,0,none
1561,0,none
1562,0,none
1563,0,none
1564,0,none
1565,0,none
1566,0,none
1567,0,none
1568,0,none
1569,0,none
1570,0,none
1571,0,none
1572,0,none
1573,0,none
1574,0,none
1575,0,none
1576,0,none
1577,0,none
1578,0,none
1579,0,none
1580,0,none
1581,0,none
1582,0,none
1583,0,none
1584,0,none
1585,0,none
1586,0,none
1587,0,none
1588,0,none
1589,0,none
1590,0,none
1591,0,none
1592,0,none
1593,0,none
1594,0,none
1595,0,none
1596,0,none
1597,0,none
1598,0,none
1599,0,none
1600,0,none
1601,0,none
1602,0,none
1603,0,none
1604,0,none
1605,0,none
1606,0,none
1607,0,none
1608,0,none
1609,0,none
1610,0,none
1611,0,none
1612,0,none
1613,0,none
1614,0,none
1615,0,none
1616,0,none
1617,0,none
1618,0,none
1619,0,none
1620,0,none
1621,0,none
1622,0,none
1623,0,none
1624,0,none
1625,0,none
1626,0,none
1627,0,none
1628,0,none
1629,0,none
1630,0,none
1631,0,none
1632,0,none
1633,0,none
1634,0,none
1635,0,none
1636,0,none
1637,0,none
1638,0,none
1639,0,none
1640,0,none
1641,0,none
1642,0,none
1643,0,none
1644,0,none
1645,0,none
1646,0,none
1647,0,none
1648,0,none
1649,0,none
1650,0,none
1651,0,none
1652,0,none
1653,0,none
1654,0,none
1655,0,none
1656,0,none
1657,0,none
1658,0,none
1659,0,none
1660,0,none
1661,0,none
1662,0,none
1663,0,none
1664,0,none
1665,0,none
1666,0,none
1667,0,none
1668,0,none
1669,0,none
1670,0,none
1671,0,none
1672,0,none
1673,0,none
1674,0,none
1675,0,none
1676,0,none
1677,0,none
1678,0,none
1679,0,none
1680,0,none
1681,0,none
1682,0,none
1683,0,none
1684,0,none
1685,0,none
1686,0,none
1687,0,none
1688,0,none
1689,0,none
1690,0,none
1691,0,none
1692,0,none
1693,0,none
1694,0,none
1695,0,none
1696,0,none
1697,0,none
1698,0,none
1699,0,none
1700,0,none
1701,0,none
1702,0,none
1703,0,none
1704,0,none
1705,0,none
1706,0,none
1707,0,none
1708,0,none
1709,0,none
1710,0,none
1711,0,none
1712,0,none
1713,0,none
1714,0,none
1715,0,none
1716,0,none
1717,0,none
1718,1,frequency
1719,0,none
1720,0,none
1721,0,none
1722,0,none
1723,0,none
1724,0,none
1725,0,none
1726,0,none
1727,0,none
1728,1,frequency
1729,0,none
1730,0,none
1731,1,frequency
1732,0,none
1733,0,none
1734,0,none
1735,0,none
1736,0,none
1737,0,none
1738,0,none
1739,0,none
1740,0,none
1741,0,none
1742,0,none
1743,0,none
1744,0,none
1745,0,none
1746,0,none
1747,0,none
1748,0,none
1749,0,none
1750,0,none
1751,0,none
1752,0,none
1753,0,none
1754,0,none
1755,0,none
1756,0,none
1757,0,none
1758,0,none
1759,0,none
1760,0,none
1761,0,none
1762,0,none
1763,0,none
1764,0,none
1765,0,none
1766,0,none
1767,0,none
1768,0,none
1769,0,none
1770,0,none
1771,0,none
1772,0,none
1773,0,none
1774,0,none
1775,0,none
1776,0,none
1777,0,none
1778,0,none
1779,0,none
1780,0,none
1781,0,none
1782,0,none
1783,0,none
1784,0,none
1785,0,none
1786,0,none
1787,0,none
1788,0,none
1789,0,none
1790,0,none
1791,0,none
1792,0,none
1793,0,none
1794,0,none
1795,0,none
1796,0,none
1797,0,none
1798,0,none
1799,0,none
1800,0,none
1801,0,none
1802,0,none
1803,0,none
1804,0,none
1805,0,none
1806,0,none
1807,0,none
1808,0,none
1809,0,none
1810,0,none
1811,0,none
1812,0,none
1813,0,none
1814,0,none
1815,0,none
1816,0,none
1817,0,none
1818,0,none
1819,0,none
1820,0,none
1821,0,none
1822,0,none
1823,0,none
1824,0,none
1825,0,none
1826,0,none
1827,0,none
1828,0,none
1829,0,none
1830,0,none
1831,0,none
1832,0,none
1833,0,none
1834,0,none
1835,0,none
1836,0,none
1837,0,none
1838,0,none
1839,1,frequency
1840,0,none
1841,0,none
1842,0,none
1843,0,none
1844,0,none
1845,0,none
1846,0,none
1847,0,none
1848,0,none
1849,0,none
1850,0,none
1851,0,none
1852,0,none
1853,0,none
1854,0,none
1855,0,none
1856,0,none
1857,0,none
1858,0,none
1859,0,none
1860,0,none
1861,0,none
1862,0,none
1863,0,none
1864,0,none
1865,0,none
1866,0,none
1867,0,none
1868,0,none
1869,0,none
1870,0,none
1871,0,none
1872,0,none
1873,0,none
1874,0,none
1875,0,none
1876,0,none
1877,0,none
1878,0,none
1879,0,none
1880,0,none
1881,1,frequency
1882,0,none
1883,0,none
1884,0,none
1885,0,none
1886,0,none
1887,0,none
1888,0,none
1889,0,none
1890,0,none
1891,0,none
1892,0,none
1893,0,none
1894,0,none
1895,0,none
1896,0,none
1897,0,none
1898,0,none
1899,0,none
1900,0,none
1901,0,none
1902,0,none
1903,0,none
1904,0,none
1905,0,none
1906,0,none
1907,0,none
1908,0,none
1909,0,none
1910,0,none
1911,0,none
1912,0,none
1913,0,none
1914,0,none
1915,0,none
1916,0,none
1917,0,none
1918,0,none
1919,0,none
1920,0,none
1921,0,none
1922,0,none
1923,0,none
1924,0,none
1925,0,none
1926,0,none
1927,0,none
1928,0,none
1929,0,none
1930,0,none
1931,0,none
1932,0,none
1933,0,none
1934,0,none
1935,0,none
1936,0,none
1937,0,none
1938,0,none
1939,0,none
1940,0,none
1941,0,none
1942,0,none
1943,0,none
1944,0,none
1945,0,none
1946,0,none
1947,0,none
1948,0,none
1949,0,none
1950,0,none
1951,0,none
1952,0,none
1953,0,none
1954,0,none
1955,0,none
1956,0,none
1957,0,none
1958,0,none
1959,0,none
1960,0,none
1961,0,none
1962,0,none
1963,0,none
1964,0,none
1965,0,none
1966,0,none
1967,0,none
1968,0,none
1969,0,none
1970,0,none
1971,0,none
1972,0,none
1973,0,none
1974,0,none
1975,0,none
1976,0,none
1977,0,none
1978,0,none
1979,0,none
1980,0,none
1981,0,none
1982,0,none
1983,0,none
1984,0,none
1985,0,none
1986,0,none
1987,0,none
1988,0,none
1989,0,none
1990,0,none
1991,0,none
1992,0,none
1993,0,none
1994,0,none
1995,0,none
1996,0,none
1997,0,none
1998,0,none
1999,0,none
2000,0,none
2001,0,none
2002,0,none
2003,0,none
2004,0,none
2005,0,none
2006,0,none
2007,0,none
2008,0,none
2009,0,none
2010,0,none
2011,0,none
2012,0,none
2013,0,none
2014,0,none
2015,0,none
2016,0,none
2017,0,none
2018,0,none
2019,0,none
2020,0,none
2021,0,none
2022,0,none
2023,0,none
2024,0,none
2025,0,none
2026,0,none
2027,0,none
2028,0,none
2029,0,none
2030,0,none
2031,0,none
2032,0,none
2033,0,none
2034,0,none
2035,0,none
2036,0,none
2037,0,none
2038,0,none
2039,0,none
2040,0,none
2041,0,none
2042,0,none
2043,0,none
2044,0,none
2045,0,none
2046,0,none
2047,0,none
2048,0,none
2049,0,none
2050,0,none
2051,0,none
2052,0,none
2053,0,none
2054,0,none
2055,0,none
2056,0,none
2057,0,none
2058,0,none
2059,0,none
2060,0,none
2061,0,none
2062,0,none
2063,0,none
2064,0,none
2065,0,none
2066,0,none
2067,0,none
2068,0,none
2069,1,frequency
2070,0,none
2071,0,none
2072,0,none
2073,0,none
2074,0,none
2075,0,none
2076,0,none
2077,0,none
2078,0,none
2079,0,none
2080,0,none
2081,0,none
2082,0,none
2083,0,none
2084,0,none
2085,0,none
2086,0,none
2087,0,none
2088,0,none
2089,0,none
2090,0,none
2091,0,none
2092,0,none
2093,0,none
2094,0,none
2095,0,none
2096,0,none
2097,0,none
2098,0,none
2099,0,none
2100,0,none
2101,0,none
2102,0,none
2103,0,none
2104,0,none
2105,0,none
2106,0,none
2107,0,none
2108,0,none
2109,0,none
2110,0,none
2111,0,none
2112,0,none
2113,0,none
2114,0,none
2115,0,none
2116,0,none
2117,0,none
2118,0,none
2119,0,none
2120,0,none
2121,0,none
2122,0,none
2123,0,none
2124,0,none
2125,0,none
